# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
AbWy9LUeDGE,50,60,"/m/096m7z,/m/0cj0r"
AcIe0CzLg60,0,10,"/m/07c52,/m/09x0r"
Ad5hx94slMU,140,150,"/m/01z7dr,/m/04rlf,/m/0l14gg"
AgRd-3NwxCM,30,40,"/m/0140xf,/m/04rlf"
AgtjkahTVVw,170,180,/m/01g90h
AhObH_gupBE,480,490,"/m/07pdhp0,/t/dd00125"
AjxTxv06KNU,460,470,"/m/01h3n,/m/03vt0,/m/0h2mp"
Akx3uwhohmU,28,38,"/m/03qc9zr,/m/09x0r"
AmyTCJlaz2g,570,580,"/m/02g901,/m/09x0r"
ApJA85gwNFo,30,40,/m/0l15bq
AqEKRa-YIis,60,70,"/m/01jt3m,/m/0838f"
AriWjU24Wgc,350,360,/m/04229
ArsKCV3rkc4,30,40,"/m/0192l,/m/085jw"
Arx-VzOR4O8,30,40,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
AsAoyL1GXQc,160,170,"/m/024dl,/m/09x0r"
AtAMCrBszqk,240,250,/m/0mbct
Ats8Yb9WrDU,40,50,"/m/085jw,/m/0l14j_"
AuEPed8B0kw,30,40,"/m/09x0r,/m/0k65p"
AuamD1PgG5I,60,70,"/m/07bjf,/m/09x0r,/t/dd00126"
Avs_-f9_n8A,30,40,"/m/025_jnm,/m/09x0r"
AvwdLQP-Mlg,0,1,/m/07q6cd_
AvyB5a_HcFM,110,120,"/m/06_y0by,/m/09x0r"
AwgJLNHUViU,60,70,"/m/015lz1,/m/04rlf,/m/05r5c,/m/0ggq0m"
AwtHdODObEw,30,40,/m/02bk07
AxMMB8fgXPI,20,30,"/m/03v3yw,/m/09x0r"
Ay3aLiIhTv0,210,220,"/m/07pp8cl,/m/09x0r,/t/dd00125"
B27Rhx0m4dw,0,10,/m/01w250
B3CwXuvzvHI,17,27,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
B6Bgv9gGCmY,370,380,/m/0150b9
B6WIVlPDou4,0,10,"/m/04rlf,/m/0939n_,/m/09x0r"
B6ginKdsPRE,120,130,"/m/01hsr_,/m/09x0r"
B6ztq8nBfBU,20,30,/m/02rtxlg
B8IjOrrHbfY,20,30,"/m/012xff,/m/04rlf,/m/09x0r"
B8dq3Zi_NDA,30,40,"/m/01hsr_,/m/09x0r,/t/dd00128"
B9rbaii1uZg,230,240,"/m/07sq110,/m/09x0r,/t/dd00125"
BF7sh0Ugn-8,230,240,"/m/07rgt08,/m/07s04w4,/m/09x0r"
BFTUm16hXWE,0,9,"/m/046dlr,/m/04rlf"
BFti0v_mGeM,390,400,/m/0j6m2
BGK47EibWeQ,110,120,"/m/04rlf,/m/07pyy8b"
BGag_9faOuA,7,17,/m/0912c9
BJ_tFJ1tRBE,30,40,"/m/04rlf,/m/05lls,/m/05rwpb"
BMewJbyURIQ,30,40,"/m/04rlf,/m/07sx8x_"
BPaSzwJo1Vw,30,40,/m/07pn_8q
BQ1V_ImlYYE,90,100,"/m/09x0r,/t/dd00001"
BQVFuSbSrgs,30,40,"/m/01bjv,/m/04rlf,/m/07yv9"
BQWXKuFYuro,160,170,"/m/032s66,/m/073cg4"
BRKKO44P6Oc,20,30,/m/01g90h
BSPjTGVP1I4,30,40,"/m/032s66,/m/04zjc"
BTZiBsqBMWo,250,260,/m/0d31p
BUJOxuj4MXU,30,40,"/m/07q0yl5,/m/09x0r"
BV49gEN-0l0,60,70,"/m/03kmc9,/m/0dgbq"
BW25L9uMX0Q,270,280,"/m/028ght,/m/09x0r"
BWiuLxul3v4,20,30,"/m/07pp8cl,/m/09x0r"
BWu9Knb6Q2Q,0,10,"/m/07rjzl8,/m/09x0r"
BXzfYZoN9oc,40,50,"/m/04_sv,/m/05x_td,/m/07yv9,/m/0912c9"
BY0UIqOdiJE,10,20,"/m/07rdhzs,/m/07ryjzk"
BY6Ycw90S7g,260,270,"/m/06_y0by,/m/09x0r"
BYdBPbSYSvg,30,40,/m/01jg1z
BZBo4-2ULMA,30,40,"/m/02p0sh1,/m/04rlf"
BZtLVLGnILI,30,40,"/m/012ndj,/m/03j1ly,/m/03kmc9"
B_DkmRilXyU,30,40,"/m/03l9g,/m/07k1x"
Bbm-b0z_XpE,30,40,"/m/01x3z,/m/046dlr,/m/07pp_mv"
Bcv0Cc6HY3E,20,30,"/m/011k_j,/m/04rlf"
Bdu2CGe1uyw,130,140,/m/01s0vc
Be8u83UbvDo,30,40,"/m/07s34ls,/m/09x0r"
BeAPmtJjv84,80,90,"/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk,/t/dd00129"
BeFzozm_H5M,20,30,"/m/02v2lh,/m/04rlf"
Bf1ZcAKkeUc,30,40,"/m/07qcpgn,/m/09x0r"
BfBp-33aXDs,30,40,"/m/04rlf,/m/07q4ntr"
Bfi4uylYUFo,100,110,/m/012xff
BiIRK96m0Ho,30,40,"/m/01kcd,/m/06ncr,/m/085jw"
BicuOQEwE2E,20,30,/m/07r5v4s
BjKTGhSeGyE,30,40,"/m/03kmc9,/m/0dgbq"
BkObUW1WDhE,170,180,"/m/01m2v,/m/09x0r"
BlKWixPC-xw,30,40,"/m/04rlf,/m/06cqb,/m/06j6l"
BljxyYDZ_ZY,30,40,"/m/05r5wn,/m/09x0r"
BmF0NaiBp0I,30,40,/m/07r10fb
BmFBcMxFy7Q,110,120,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk"
Bmia-ls4RQk,80,90,/m/05_wcq
BmkqueB0Vrs,30,40,"/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
BnovYnY1UpM,250,260,"/m/07qfr4h,/m/09x0r,/t/dd00128"
BoSHA6-rvxM,110,120,/m/018vs
BpHTMVB9fBw,20,30,"/m/07s02z0,/m/09x0r"
BpLUOKHl51E,0,10,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3"
Bpfz1iGvbEM,510,520,"/m/026t6,/m/02k_mr,/m/0l14md"
BqFNRZ4Suxk,30,40,"/m/04rlf,/m/07s04w4,/m/09x0r"
BrTZo_kyvtc,30,40,"/m/03vt0,/m/09f96,/m/0h2mp"
Bt5H0VrPWBs,80,90,"/m/025wky1,/m/09x0r"
BtSlTSO0Zd8,30,40,"/m/02cjck,/m/02lkt,/m/04rlf,/m/07s72n"
BxbP6bPXnng,30,40,"/m/03_d0,/m/04rlf"
C-maOauMFZU,1,11,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp"
C08wtF9ePHk,440,450,"/m/023pjk,/m/04brg2"
C0HtFvZC5W8,80,90,/m/018w8
C0YAnCOGvdk,260,270,"/m/04rlf,/t/dd00034"
C1692IBSWaI,20,30,"/m/0199g,/m/07s02z0,/m/07yv9,/m/09x0r"
C2Kx6S0pU9g,40,50,"/m/015lz1,/m/016cjb,/m/02mscn,/m/04rlf,/m/0l14jd,/m/0y4f8"
C3A9A0myM4A,320,330,"/m/07rkbfh,/m/09x0r,/t/dd00126"
C4MIXvkfQ8I,30,40,"/m/01sm1g,/m/0l14md"
C5N5XQ7l_e8,20,30,"/m/04rlf,/m/07bjf,/m/0dv5r"
C5g9bxn3ZK8,160,170,/m/025wky1
C6a6CS95B40,560,570,"/m/081rb,/m/09x0r,/t/dd00125"
C7ipCdLK60M,80,90,/m/0mbct
C8WCeSEj_kE,40,50,/m/0dq0md
CB4c5mc0RkA,240,250,/m/06hck5
CCFYOw8keiI,100,110,"/m/085jw,/m/0l14l2"
CFVEd9Wq9m0,30,40,"/m/07plz5l,/m/09x0r"
CFgNAjfwmvw,6,16,/m/046dlr
CGdtIhYdBPk,120,130,"/m/07rgt08,/m/07s04w4,/m/09x0r"
CGqeMWwwgYU,24,34,/m/07qz6j3
CKhCVFaGMF0,20,30,"/m/085jw,/m/0l14l2"
CKogmNGkGHE,180,190,"/m/015lz1,/m/0326g,/m/04rlf,/m/09x0r,/m/0l15bq"
CLCJ7M3-bHU,20,30,"/m/07r5v4s,/m/0ytgt"
CMlNjekrpmg,0,10,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
CMpfRTWVvWE,50,60,/m/0150b9
CMsVGRaDvHM,0,10,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
CNCie2yESE0,370,380,/m/05_wcq
CNXZhVIMgtE,0,10,"/m/01d3sd,/m/09x0r"
CONgGb-D4Iw,30,40,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
CQpEMIl3lVo,30,40,"/m/07rv9rh,/m/09x0r"
CRmOXocqKRo,0,10,"/m/07qwyj0,/m/0jb2l,/m/0ngt1"
CRpwWxdKWis,20,30,/m/07szfh9
CSDTI9Hpn7k,30,40,"/m/04rlf,/m/04s8yn,/m/07r5c2p"
CTgovaxEBsU,150,160,"/m/04rlf,/m/07kc_"
CU8_Bh04qQc,30,40,"/m/01z7dr,/m/04rlf,/m/0l14gg"
CUYyGU_I-S8,150,160,/m/01w250
CUyRFJn26OA,190,200,"/m/04rlf,/m/09x0r,/t/dd00127"
CVBCHb30GsM,30,40,/m/030rvx
CVTWnEdvCAY,3,13,/m/0mbct
CYFviVZrLbk,150,160,"/m/04rlf,/m/07qsvvw,/m/09x0r"
CZ9d_gTXmUM,70,80,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
CZMWszd5SRk,160,170,"/m/04rlf,/m/0l14gg"
CZmjSr9_TDM,30,40,"/m/015lz1,/m/028sqc,/m/04rlf,/m/064t9,/m/07p78v5"
CaxkP0O9_eg,100,110,"/m/01z47d,/m/04rlf,/m/09x0r"
Cc-W1gbe--U,30,40,/m/07qmpdm
CcUoNeNvHOc,210,220,/m/02pjr4
CeW3NLlstf4,170,180,"/m/03q5t,/m/05148p4,/m/05r5c"
Cf0nSdfdOmg,90,100,"/m/03qjg,/m/085jw"
CfKe3SB6L4E,110,120,"/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00125"
CgsIv8K3WUo,20,30,"/m/014yck,/t/dd00129"
CiRAB4NDESc,30,40,"/m/07rgt08,/m/0ytgt"
CjMNRR1qCA4,30,40,"/m/02rhddq,/m/07yv9"
CjzVs59SyQY,30,40,"/m/01yg9g,/m/09x0r"
CkYgI1cyaTg,480,490,/m/0dv5r
CmTBVTlArrI,30,40,"/m/01h82_,/m/02mk9,/m/07yv9"
CnK7EH2iEe0,30,40,"/m/04rlf,/m/06cqb"
CnYRUm0HPaI,120,130,/m/02cz_7
CoKZ3cdGDBs,90,100,"/m/032s66,/m/073cg4"
CoPqrU3ddrE,0,10,"/m/04rlf,/t/dd00037"
CoeQHqATUFE,5,15,/m/07plct2
Cp0UTM-IzjM,30,40,"/m/01z7dr,/m/04rlf,/m/07gxw,/m/07lnk"
CpBPzmIPIQE,0,10,"/m/02dgv,/m/0642b4,/m/07rjzl8,/m/0c1dj"
CpoX-mbf2sA,360,370,"/m/09x0r,/m/0fqfqc"
Cr2vdOCIEkc,290,300,"/m/016cjb,/m/04rlf"
CsIrlh05yeY,30,40,"/m/02w4v,/m/04rlf"
CsxWEdtk3LA,70,80,/m/0jtg0
Ct4iyhslGRs,320,330,/m/05w3f
Cv94R4JPywI,30,40,"/m/07pjwq1,/m/07s34ls"
CwOooX2g7nk,430,440,/m/07qc9xj
Cwt3ChZeJT0,30,40,/m/014zdl
CxmMmFS5Arw,10,20,"/m/01j4z9,/m/09x0r,/t/dd00128"
CybogaTGlV4,30,40,"/m/03dnzn,/m/0838f"
CzVKYr7Q44I,280,290,/m/0dxrf
Czmb6tEwFE8,0,5,/m/03qc9zr
D1hgHUMsBQQ,20,30,"/m/02mk9,/m/03p19w,/m/07yv9"
D3KuNU7Q9Wg,5,15,"/m/07q0yl5,/m/09x0r"
D7FY91p70mA,0,8,"/m/03vt0,/m/09f96,/m/0h2mp"
D7z2Q-hH25s,30,40,"/m/015lz1,/m/0164x2,/m/04rlf,/m/0ln16"
DACxW2-_UD0,50,60,"/m/04rlf,/t/dd00031"
DAU7ImBNu0g,50,60,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
DBuNJS5Dqj8,80,90,/m/06hps
DDc7-oya1Qg,80,90,"/m/01jt3m,/m/0838f"
DFrhMfr0tAU,0,10,"/m/07qh7jl,/t/dd00077"
DHUBFtxya14,30,40,/m/07rqsjt
DIKFIlcXlB4,30,40,/m/0j2kx
DIbc7G-q6Rg,30,40,"/m/015lz1,/m/04rlf,/m/0dq0md"
DJldj5kHTbo,30,40,"/m/04rlf,/m/04wptg"
DJzTKZw6ytg,0,10,/m/07rqsjt
DKFz6eMHLfI,30,40,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/03qjg,/m/085jw"
DKa6ysRi2mw,110,120,"/m/024dl,/m/09x0r"
DKgFX2hnBdo,30,40,"/m/07pc8lb,/m/09x0r"
DMzOzYeanGI,50,60,"/m/07cx4,/m/09x0r"
DPzoYrz6Mi8,150,160,"/m/05zppz,/m/07bjf,/m/09x0r,/m/0dv5r"
DRyxKRiig3k,0,10,"/m/08p9q4,/m/09x0r,/t/dd00125"
DS2qv8rglWA,250,260,"/m/03mb9,/m/04rlf"
DSC1L39iGHw,30,40,"/m/04rlf,/m/07gxw"
DSI9gamPHmA,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0m0jc"
DUKD-JZ-Ols,70,80,"/m/026fgl,/m/0f8s22"
DWSGJ-hG4RM,30,40,"/m/07c52,/m/09x0r"
DWfG2EoJ3TE,0,10,"/m/068zj,/m/0ch8v,/m/0jbk"
DXi8C1TvuG8,120,130,"/m/015lz1,/m/018j2,/m/04rzd,/m/0gg8l"
DYEQ8sM7wYI,20,30,"/m/07sq110,/t/dd00001,/t/dd00125"
Dal2q-QwFxg,13,23,"/m/01m2v,/m/09x0r"
DbQdgOVOjSU,30,40,"/m/01z7dr,/m/04rlf,/m/07szfh9,/m/0l14gg"
DbYWiXxzSSM,170,180,/m/027m70_
Dcv24uT0A9s,200,210,"/m/04rlf,/t/dd00032"
Dd0dbqaHF6o,280,290,"/m/04rlf,/m/0fd3y"
DfVMOMmgJNM,50,60,"/m/01z47d,/m/09x0r"
DfY5fVQANTQ,11,21,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
DgWIUfxm2Iw,310,320,/m/03wvsk
Dh2_kc58_1Q,110,120,"/m/01p970,/m/026t6,/m/0l14md"
DhmfGPyio3I,90,100,"/m/03cl9h,/m/04rlf"
DhyUGaTreeI,110,120,"/m/015lz1,/m/04rlf,/m/04szw,/m/07xzm"
Di6NyyQEd8c,50,60,"/m/07pc8lb,/m/0c1dj"
Djvv2XXE7yA,30,40,"/m/085jw,/m/0l14l2"
DkAX5alhszM,30,40,"/m/03dnzn,/m/0838f"
DkdTtNimvR4,20,30,/m/015vgc
DlMkd6g6-iM,330,340,/m/02pjr4
Doa7n4YDNJw,0,10,"/m/07rv9rh,/m/09x0r"
DqEQgTviksM,10,20,/m/0fx9l
Dqv8aWzOgmo,50,60,"/m/032n05,/m/0jbk"
Dr-Kr0cukQo,300,310,"/m/04rlf,/m/05lls"
DrzVBDoneZI,40,50,"/m/018w8,/m/04rlf,/m/09x0r"
DvDvgdQBsvY,130,140,"/m/068zj,/m/09x0r,/m/0jbk"
DwqZwA1sDaQ,60,70,"/m/09x0r,/t/dd00127"
Dys9DJoFnGA,100,110,/m/0242l
Dzq4_ieNitU,0,4,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
E6ETVQXtoIk,250,260,/m/01w250
E6bkfhLbw4Y,140,150,"/m/04rlf,/m/0l14gg"
E7nTfjDzD5g,10,20,"/m/026z9,/m/04rlf"
E9hGRyy_m04,110,120,"/m/04cvmfc,/m/04rlf,/m/09x0r"
E9vVmkq9Puc,30,40,"/m/09x0r,/m/0brhx"
EApB0DJ3ECg,200,210,"/m/03p19w,/t/dd00128"
EBwiCVS_gBs,40,50,"/m/01b_21,/m/01hsr_,/m/068hy,/m/0bt9lr,/m/0jbk"
EENlHfnNRgg,0,8,"/m/09x0r,/m/0dv3j"
EEmK-U4soi4,30,40,"/m/068hy,/m/0ghcn6"
EGUAZzrdLCE,30,40,"/m/07r_80w,/m/09d5_"
EHNjYIXO7x4,0,10,"/m/07r660_,/m/09x0r"
EJ6J61LelNI,30,40,"/m/04rlf,/t/dd00018"
EKGL6qVpZg8,150,160,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf,/m/0glt670"
EKhbvD6LQfU,510,520,/m/0jtg0
ELNUIG4rgao,140,150,"/m/04rlf,/t/dd00036"
ELSDh7LPMRc,0,7,"/m/07q0h5t,/m/09x0r"
EMo5VRYZW0s,30,40,"/m/02cz_7,/m/09x0r"
EN5mN3xpQ-s,180,190,"/m/015lz1,/m/04rlf,/t/dd00003"
ENQHBEQwnqQ,30,40,"/m/01hsr_,/m/04rlf,/m/09x0r"
EO37fKGA9J0,13,23,"/m/07r4wb8,/m/09x0r"
EPPtl4PF7CM,30,40,/m/0dl9sf8
EROPptk7IZE,200,210,"/m/04rlf,/m/07qdb04,/m/09x0r,/t/dd00125"
ESqZb7hY1S0,50,60,"/m/01z7dr,/m/04rlf,/m/0l14gg"
ESw7bibTj4A,30,40,"/m/04rlf,/m/05zppz,/m/09x0r"
ETAONbN_HT0,160,170,"/m/09x0r,/m/0dv5r,/t/dd00125"
ETYUSZcTxFk,350,360,"/m/04rlf,/m/07phhsh,/m/09x0r,/t/dd00128"
EUXzaPENUV4,210,220,"/m/04rlf,/m/06bxc,/m/0glt670"
EVd1yBmyUXU,0,6,/m/07qw_06
EWI6u8wVAlk,0,10,"/m/028ght,/m/03qtwd,/m/0l15bq"
EX0ZF-jNWIg,190,200,"/m/01b_21,/m/0dl9sf8"
E_MduLB4AzM,30,40,/m/07rbp7_
Ea6wuY5zHDc,0,3,"/m/014zdl,/m/04rlf"
EaEKsP3QYTk,210,220,"/m/06xkwv,/m/07rcgpl"
EabhwDpC30s,30,40,/m/0mkg
EacJsCirabE,30,40,"/m/07r5c2p,/m/09x0r"
EaucCW5AuNA,30,40,"/m/06h7j,/m/09x0r,/t/dd00128"
EcVCwHjQa-k,25,35,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
EckBRJSjumY,30,40,"/m/01jg02,/m/01jg1z"
Ed2sxrdt8vQ,30,40,/t/dd00002
EdAtPKOw4ng,10,20,/m/02l6bg
EdPxzGUdR_g,210,220,"/m/01jnbd,/m/04rlf"
EdZl1d6k-tI,90,100,"/m/01z47d,/m/04rlf,/m/09x0r"
Ef7t0jJ5oDk,0,10,"/m/04rlf,/m/07p78v5"
EiuQVAshlxo,0,10,"/m/026z9,/m/04rlf,/m/09x0r"
EjtKkBRfQLg,0,10,/m/07qnq_y
EkNsyg05Flg,0,10,"/m/07sx8x_,/m/09x0r,/t/dd00125"
En3QnEfW73g,270,280,/m/0790c
Ep0S1BHzW5Y,300,310,/m/07plct2
EpZ2TBklNYs,10,20,"/m/04rlf,/m/09x0r,/t/dd00121"
ErEPEeszRUI,440,450,"/m/07s2xch,/m/09x0r"
ErgDeIpV5I4,0,8,"/m/07p6mqd,/m/0838f,/m/09x0r"
EtG-bPzv38U,330,340,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5,/t/dd00125"
EtWlRyFehqY,480,490,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
EtslNVG-DZs,30,40,"/m/04rlf,/m/0dq0md"
EwKHfpGC98M,20,30,/m/0fx9l
ExKxdQ_Kph0,200,210,"/m/07qwyj0,/m/0ngt1"
EzJ1dAXYei8,70,80,/m/02pjr4
F--Eig3jQIY,0,10,/m/07prgkl
F-Cu2ib8DEA,270,280,/m/07mzm6
F-g-akvfLKA,30,40,"/m/02dgv,/m/07rjzl8,/m/09x0r"
F4BUFODUmK0,30,40,"/m/02p0sh1,/m/04rlf"
F4EPO4JQ-ow,30,40,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
F4MNazlTSQM,50,60,"/m/0261r1,/m/09x0r"
F5Za9-uX4b8,230,240,/m/02bk07
F6fvXfvMFhc,200,210,/m/0dl83
F7sg58qV70s,0,10,"/m/03wwcy,/m/04rlf,/m/09x0r"
F8vCpX0OUUI,30,40,/m/07phhsh
FADEch522Po,30,40,"/m/01c194,/m/02bk07,/m/04rlf"
FEsMxKPwIik,190,200,"/m/0838f,/m/0939n_,/m/09x0r"
FFOh05nUGSE,30,40,"/m/07q0h5t,/m/09x0r"
FJrRUCWjUO4,0,10,"/m/03fwl,/m/04rlf,/m/09x0r,/m/0jbk"
FK9FUFqUx6M,20,30,"/m/068zj,/m/0jbk"
FKVPapTUI-k,10,20,"/m/04rlf,/m/07r5v4s,/m/0939n_,/m/09x0r"
FMYkLZo0mv4,30,40,"/m/01kcd,/m/0319l"
FPtfQOwS5Dw,10,20,/m/07s34ls
FQGTts7xyr8,530,540,"/m/032s66,/m/04zjc"
FTjC1Ju0Mww,6,16,"/m/0463cq4,/m/04rlf,/m/09x0r"
FTkPTaI8eOo,440,450,"/m/04rlf,/m/07rn7sz"
FTsGtpLKEuw,400,410,/m/07r5v4s
FUaEvKxWtNQ,11,21,/m/03w41f
FUbgVu4cnUE,520,530,"/m/01bns_,/m/0d8_n"
FVjaqZMgcHI,310,320,/m/02qmj0d
FYMgq-p6FHM,20,30,/m/01d3sd
FYrDBOby9EA,30,40,"/m/07qlf79,/m/09x0r"
F_0d2WvA3dw,180,190,"/m/05rj2,/m/09x0r"
FaSsosGshHU,270,280,"/m/02jz0l,/m/03dnzn,/m/0838f"
FaXyS-N2jvc,30,40,"/m/01s0vc,/m/04rlf,/m/09x0r"
FanTFCvjacY,30,40,"/m/085jw,/m/0l14j_"
Fb1Gm9IfOe4,30,40,"/m/02x984l,/m/0chx_"
Fb_hLZnMOCY,250,260,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
FcNjnVqKZw4,10,20,/m/07lnk
FcZKbzN0L1w,40,50,"/m/07q6cd_,/t/dd00125"
Fd4kry50Tc0,20,30,"/m/04rlf,/m/07s02z0,/m/09x0r"
FdGfzGC7hPw,30,40,"/m/07qdb04,/m/09x0r"
Fe5Pov1c4J0,170,180,"/m/09x0r,/m/0dl9sf8"
FfKXwzz7ZTk,30,40,"/m/04rlf,/m/07qlf79,/m/09x0r"
FgQaK7TGjX4,30,40,"/m/01z7dr,/m/04rlf"
FiwCBMtcLSU,30,40,"/m/03cl9h,/m/04rlf"
FjLv-4OAgpo,90,100,/m/07q6cd_
FkAnuU6bMTc,30,40,"/m/04rlf,/m/07rjzl8,/m/09x0r,/t/dd00125"
FmK8BBMXgcM,0,10,"/m/07pp_mv,/m/09x0r"
Fmfa8mfy68g,240,250,"/m/024dl,/m/09x0r"
FnhDo74rLdY,170,180,"/m/07rrh0c,/m/09x0r,/m/0ytgt"
Fo1GjIO4su8,20,30,"/m/0261r1,/m/09x0r"
Fs6_vBfa8lU,490,500,"/m/04rlf,/m/07s04w4,/m/09x0r"
FuViqr6l2pU,20,30,"/m/01hsr_,/m/07mzm6"
FvedCIKv-Ys,0,6,"/m/01bjv,/m/07yv9,/m/09x0r"
Fx69-o3Vc-U,40,50,/m/0642b4
G-7dlEsFTEs,30,40,"/m/04rlf,/m/07qn4z3"
G1zYc7B4m3E,210,220,/m/0l156k
G4kHOqxz8Gc,140,150,"/m/01kcd,/m/01wy6,/m/07c6l"
G5KNKGOFjww,30,40,"/m/06h7j,/m/09x0r"
G8dDTHtEYJc,30,40,"/m/04rlf,/t/dd00035"
G8fXiC2xIBM,270,280,"/m/03qtwd,/m/04gy_2,/t/dd00135"
G9AU3bTfxYk,260,270,"/m/01h3n,/m/03vt0,/m/0h2mp"
GA2ahURZXug,11,21,/m/0239kh
GCW7Dp4LvBI,30,40,"/m/07s12q4,/m/09x0r,/t/dd00125"
GCgD7q7eoeA,130,140,/m/07qcx4z
GCxsQYkOBR8,30,40,"/m/03r5q_,/m/04rlf"
GE3RsN5pLcs,290,300,"/m/04rlf,/t/dd00034"
GE504eL4nwQ,30,40,"/m/04rlf,/m/0fd3y"
GFBVvxZ5Dig,30,40,"/m/04rlf,/t/dd00018"
GFckyWFDGL8,30,40,/m/07r4gkf
GFhqFipJTOA,70,80,"/m/04rlf,/t/dd00121"
GFxmpuAS_fs,20,30,"/m/07qyrcz,/m/09x0r"
GGe_yR6LIwI,180,190,"/m/07s04w4,/m/09x0r"
GJTcbd2bWHQ,30,40,"/m/04rlf,/m/064t9,/m/06cqb"
GKNkRr4ya2o,60,70,"/m/06_fw,/m/09x0r,/t/dd00125,/t/dd00128"
GL-0BaGiGoY,0,10,"/m/04rlf,/m/07hvw1,/m/09x0r"
GMv-kUGutNU,0,10,"/m/07p6mqd,/m/09x0r,/t/dd00129"
GMwbZl7EFyo,30,40,"/m/028sqc,/m/04rlf"
GQWBNZd9X40,13,23,"/m/04rlf,/m/074ft"
GQsH-jWJwnk,30,40,"/m/04rlf,/m/0gywn"
GQyqKgXee8A,30,40,"/m/019jd,/m/03m9d0z,/m/056ks2,/m/05kq4"
GTmqmP1BELg,290,300,"/m/04rlf,/m/0jtg0"
GUQ9YKKKWXY,40,50,/m/07c52
GWIgVyvFTnE,30,40,/m/07qlf79
GZjggfMkJLM,60,70,"/m/04rlf,/m/07sx8x_,/m/09x0r"
Gc-QWcSyGAA,180,190,/m/07pqc89
GcUUu8Kj1Kg,30,40,"/m/04rlf,/t/dd00035"
Gce5E2hjqnA,90,100,/m/018w8
Ged039-rfec,30,40,"/m/01kcd,/m/07c6l"
GfTpGVkfKgw,0,10,"/m/046dlr,/m/09x0r,/t/dd00128"
GfsVr9m7fc4,510,520,"/m/015lz1,/m/04rlf,/m/06j6l,/m/07p78v5,/m/0glt670"
GlO3MdKTpd4,30,40,"/m/06mb1,/m/07r10fb,/t/dd00038"
GnRTkZahDXQ,30,40,"/m/07qz6j3,/m/09x0r"
GodfZEgKboE,80,90,"/m/02fxyj,/m/04rlf"
GpEaVnWGeDg,30,40,"/m/07yv9,/m/0gvgw0"
Gpml-XxPpuU,90,100,/t/dd00121
GqIX9Fl35zs,220,230,"/m/04rlf,/m/04szw,/m/0fx80y,/m/0jtg0"
GrSCbe5e9nQ,30,40,"/m/04rlf,/m/05lls"
Gt50mgYkDH0,100,110,"/m/012xff,/m/09x0r"
Gt8JY-8RDm0,30,40,"/m/07qrkrw,/m/09x0r"
GvIbmBnSHcc,70,80,"/m/04_sv,/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0k4j"
GvhlKpLarQQ,440,450,"/m/01j3sz,/m/07rgt08,/m/09x0r"
GvrJwmeLYg0,70,80,"/m/07rrh0c,/m/09x0r"
Gw4jcRiXxxc,10,20,/m/07qfgpx
Gx-fFUhQ28A,30,40,"/m/06mb1,/m/07r10fb"
Gx0OZaaeI6I,30,40,"/m/01jt3m,/m/0838f"
GyXX4y8T38M,90,100,/m/01lsmm
H1lauHGBx7c,21,31,"/m/02dgv,/m/09x0r"
H2BJV70wBrc,10,20,/m/0mbct
H2w1DwepGx8,50,60,"/m/015p6,/m/020bb7,/m/03vt0,/m/09xqv"
H3FtoRiGqPE,30,40,"/m/04rlf,/m/07qdb04"
H3tpVK9T-eg,0,9,"/m/04rlf,/m/07qv_x_,/m/09x0r"
H4QU67Ss9WY,80,90,"/m/02zsn,/m/09x0r,/m/0ytgt,/t/dd00013"
H6YmF0tl--8,400,410,"/m/01kcd,/m/06ncr"
H9lwtewdd0o,70,80,/m/01hsr_
